,NEname,SIG.ConflictPPS,SIG.ConflictPkg,SIG.RecvErrPPS,SIG.RecvErrPkg,SIG.RecvKB,SIG.RecvKBPS,SIG.RecvLoss,SIG.RecvLossPPS,SIG.RecvPPS,SIG.RecvPkg,SIG.SendErrPkg,SIG.SendKB,SIG.SendKBPS,SIG.SendLoss,SIG.SendLossPPS,SIG.SendPPS,SIG.SendPkg,SIG.SenderrPPS,dateTime
62,CQVOLTETAS7BZX_1-5_BOSS,0.00000,0,0.00000,0,121,0.13397,0,0.00000,2046.66667,1842000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
63,CQVOLTETAS5BZX_3-6_DRA,0.00000,0,0.00000,0,563,0.62576,0,0.00000,10012.22222,9011000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
64,CQVOLTETAS7BZX_4-5_CSCF,0.00000,0,0.00000,0,633,0.70382,0,0.00000,11261.11111,10135000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
65,CQVOLTETAS6BZX_1-5_BOSS,0.00000,0,0.00000,0,4426,4.91736,0,0.00000,26118.88889,23507000,0,60417,67.13048,0,0.00000,75263.33333,67737000,0.00000,20210426003000
66,CQVOLTETAS6BZX_1-6_BOSS,0.00000,0,0.00000,0,61,0.06751,0,0.00000,1037.77778,934000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
67,CQVOLTETAS3BZX_1-6_BOSS,0.00000,0,0.00000,0,780,0.86715,0,0.00000,3640.00000,3276000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
68,CQVOLTETAS3BZX_1-5_BOSS,0.00000,0,0.00000,0,5792,6.43583,0,0.00000,32784.44444,29506000,0,60846,67.60662,0,0.00000,78683.33333,70815000,0.00000,20210426003000
69,CQVOLTETAS3BZX_3-5_DRA,0.00000,0,0.00000,0,2257038,2507.82033,0,0.00000,2475271.11111,2227744000,0,1032095,1146.77224,0,0.00000,1344061.11111,1209655000,0.00000,20210426003000
70,CQVOLTETAS3BZX_3-6_DRA,0.00000,0,0.00000,0,58,0.06458,0,0.00000,1033.33333,930000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
71,CQVOLTETAS4BZX_1-5_BOSS,0.00000,0,0.00000,0,5132,5.70266,0,0.00000,28693.33333,25824000,0,61678,68.53141,0,0.00000,76628.88889,68966000,0.00000,20210426003000
72,CQVOLTETAS4BZX_3-6_DRA,0.00000,0,0.00000,0,58,0.06479,0,0.00000,1036.66667,933000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
73,CQVOLTETAS4BZX_1-6_BOSS,0.00000,0,0.00000,0,787,0.87434,0,0.00000,3672.22222,3305000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
74,CQVOLTETAS4BZX_3-5_DRA,0.00000,0,0.00000,0,2263790,2515.32175,0,0.00000,2482601.11111,2234341000,0,1032132,1146.81351,0,0.00000,1344005.55556,1209605000,0.00000,20210426003000
75,CQVOLTETAS4BZX_4-6_CSCF,0.00000,0,0.00000,0,58,0.06438,0,0.00000,1030.00000,927000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426003000
76,CQVOLTETAS4BZX_4-5_CSCF,0.00000,0,0.00000,0,155405,172.67274,0,0.00000,450866.66667,405780000,0,153478,170.53132,0,0.00000,376214.44444,338593000,0.00000,20210426003000
