,NEname,dateTime,SC.AnsSessionTerm.fromVoLTE,SC.OrigRelBeforeRing.fromVoLTE,SC.OrigRelAfterRing.fromVoLTE,SC.FailSessionOrig.403.fromVoLTE,SC.FailSessionOrig.404.fromVoLTE,SC.FailSessionOrig.408.fromVoLTE,SC.FailSessionOrig.480.fromVoLTE,SC.FailSessionOrig.484.fromVoLTE,SC.FailSessionOrig.487.fromVoLTE,SC.FailSessionOrig.486.fromVoLTE,SC.FailSessionOrig.600.fromVoLTE,SC.FailSessionOrig.603.fromVoLTE,SC.FailSessionOrig.604.fromVoLTE,SC.AnsSessionOrig.fromVoLTE,SC.FailSessionTerm.403.fromVoLTE,SC.FailSessionTerm.404.fromVoLTE,SC.FailSessionTerm.408.fromVoLTE,SC.FailSessionTerm.480.fromVoLTE,SC.FailSessionTerm.484.fromVoLTE,SC.FailSessionTerm.486.fromVoLTE,SC.FailSessionTerm.487.fromVoLTE,SC.FailSessionTerm.600.fromVoLTE,SC.FailSessionTerm.603.fromVoLTE,SC.FailSessionTerm.604.fromVoLTE,SC.TermRelBeforeRing.fromVoLTE,SC.TermRelAfterRing.fromVoLTE,SC.AttSessionOrig.fromVoLTE,SC.AttSessionTerm.fromVoLTE
547,CQISBG14BHW,20210125090000,98647.0,11218.0,22893.0,11.0,2.0,2365.0,1720.0,0.0,1027.0,31.0,0.0,8.0,8.0,98138.0,1.0,2.0,154.0,3939.0,0.0,1582.0,1225.0,0.0,83.0,0.0,5647.0,23664.0,137738.0,135380.0
548,CQISBG13BHW,20210125090000,106659.0,11271.0,23006.0,16.0,3.0,2393.0,1814.0,0.0,986.0,34.0,0.0,15.0,5.0,98824.0,4.0,2.0,160.0,4293.0,0.0,1408.0,1431.0,0.0,103.0,0.0,6039.0,25950.0,138640.0,146423.0
549,CQISBG11BHW,20210125091500,110894.0,12284.0,26263.0,13.0,4.0,2496.0,1851.0,0.0,1037.0,51.0,0.0,22.0,1.0,108521.0,5.0,4.0,165.0,4232.0,0.0,1974.0,1977.0,0.0,139.0,0.0,6109.0,28116.0,152896.0,154062.0
550,CQISBG12BHW,20210125091500,110184.0,12719.0,26115.0,19.0,5.0,2393.0,1851.0,0.0,1051.0,21.0,0.0,31.0,6.0,108293.0,5.0,4.0,173.0,4309.0,0.0,1870.0,1703.0,0.0,131.0,1.0,6153.0,28570.0,152852.0,153571.0
551,CQISBG14BHW,20210125091500,109855.0,12551.0,25986.0,19.0,3.0,2522.0,1926.0,0.0,1204.0,24.0,0.0,11.0,4.0,108086.0,7.0,3.0,137.0,4322.0,0.0,2102.0,1801.0,0.0,133.0,1.0,6436.0,27855.0,152688.0,153185.0
552,CQISBG13BHW,20210125091500,118542.0,12307.0,25325.0,25.0,2.0,2259.0,1864.0,0.0,994.0,50.0,0.0,40.0,6.0,107893.0,7.0,2.0,180.0,4939.0,0.0,2011.0,1932.0,0.0,145.0,1.0,6698.0,30277.0,151097.0,165210.0
553,CQISBG11BHW,20210125093000,119832.0,13575.0,27714.0,26.0,13.0,2644.0,1943.0,0.0,1232.0,52.0,0.0,10.0,1.0,114172.0,8.0,5.0,161.0,4685.0,0.0,2258.0,1966.0,0.0,118.0,0.0,6789.0,30586.0,161721.0,166824.0
554,CQISBG12BHW,20210125093000,117537.0,13547.0,27548.0,22.0,10.0,2533.0,2033.0,0.0,1191.0,60.0,0.0,28.0,7.0,113514.0,12.0,13.0,144.0,4588.0,0.0,2122.0,1944.0,0.0,109.0,0.0,6534.0,30415.0,160866.0,163889.0
555,CQISBG14BHW,20210125093000,117677.0,13627.0,27918.0,23.0,7.0,2664.0,2002.0,0.0,1190.0,52.0,0.0,22.0,1.0,115210.0,26.0,9.0,134.0,4737.0,0.0,2308.0,1785.0,0.0,131.0,0.0,6628.0,30795.0,163062.0,164666.0
556,CQISBG13BHW,20210125093000,127716.0,13538.0,27805.0,16.0,4.0,2487.0,1969.0,0.0,1225.0,47.0,0.0,11.0,1.0,115102.0,12.0,4.0,150.0,5099.0,0.0,2409.0,1984.0,0.0,136.0,0.0,7300.0,33470.0,162531.0,178793.0
557,CQISBG11BHW,20210125094500,124139.0,14101.0,29328.0,22.0,6.0,2566.0,2219.0,0.0,1117.0,71.0,0.0,25.0,11.0,119189.0,15.0,6.0,174.0,4946.0,0.0,2425.0,1838.0,0.0,137.0,0.0,7089.0,33163.0,169046.0,174328.0
558,CQISBG12BHW,20210125094500,124168.0,13994.0,29186.0,24.0,6.0,2415.0,1960.0,0.0,1215.0,28.0,0.0,29.0,3.0,118631.0,13.0,6.0,153.0,4831.0,0.0,2294.0,1700.0,0.0,143.0,0.0,7218.0,32562.0,167877.0,173516.0
559,CQISBG14BHW,20210125094500,124288.0,13982.0,29325.0,37.0,9.0,2679.0,2062.0,0.0,1270.0,70.0,0.0,21.0,4.0,119697.0,13.0,7.0,140.0,5108.0,0.0,2580.0,2261.0,0.0,148.0,0.0,7139.0,32856.0,169484.0,174924.0
560,CQISBG13BHW,20210125094500,133218.0,13841.0,29019.0,28.0,4.0,2697.0,2044.0,0.0,1117.0,57.0,0.0,18.0,6.0,119500.0,0.0,4.0,174.0,5418.0,0.0,2722.0,2044.0,0.0,160.0,1.0,7505.0,35563.0,168651.0,187259.0
561,CQISBG11BHW,20210125100000,130348.0,15159.0,30533.0,23.0,4.0,2556.0,2392.0,0.0,1196.0,72.0,0.0,31.0,9.0,124250.0,7.0,7.0,178.0,5137.0,0.0,2795.0,2071.0,0.0,158.0,0.0,7298.0,35342.0,176537.0,183638.0
562,CQISBG12BHW,20210125100000,130639.0,14821.0,30935.0,23.0,5.0,2676.0,2165.0,0.0,1236.0,72.0,0.0,24.0,9.0,124224.0,3.0,9.0,199.0,5066.0,0.0,2602.0,1755.0,0.0,138.0,0.0,7685.0,35403.0,176505.0,183862.0
563,CQISBG14BHW,20210125100000,130132.0,14726.0,31015.0,18.0,22.0,2829.0,2200.0,0.0,1235.0,32.0,0.0,24.0,6.0,123870.0,7.0,27.0,207.0,5006.0,0.0,2940.0,1842.0,0.0,140.0,3.0,7414.0,35219.0,176368.0,183283.0
564,CQISBG13BHW,20210125100000,140975.0,14856.0,31164.0,15.0,7.0,2760.0,2181.0,0.0,1187.0,63.0,0.0,24.0,4.0,125480.0,3.0,9.0,213.0,5508.0,0.0,2959.0,2228.0,0.0,151.0,0.0,7973.0,38212.0,178094.0,198698.0
565,CQISBG11BHW,20210125101500,132517.0,15449.0,31148.0,44.0,5.0,2611.0,2247.0,0.0,1147.0,112.0,0.0,30.0,3.0,126052.0,3.0,1.0,167.0,5121.0,0.0,2812.0,1935.0,0.0,161.0,1.0,7782.0,36119.0,179221.0,186960.0
566,CQISBG12BHW,20210125101500,132796.0,14994.0,31373.0,21.0,9.0,2529.0,2221.0,0.0,1186.0,50.0,0.0,15.0,8.0,126354.0,18.0,8.0,183.0,5161.0,0.0,2904.0,2065.0,0.0,131.0,0.0,7882.0,36263.0,179133.0,187770.0
567,CQISBG14BHW,20210125101500,132343.0,14976.0,31355.0,24.0,0.0,2688.0,2307.0,0.0,1297.0,65.0,0.0,19.0,8.0,126121.0,6.0,0.0,192.0,5169.0,0.0,2948.0,2112.0,0.0,176.0,1.0,7520.0,36123.0,179234.0,186949.0
568,CQISBG13BHW,20210125101500,142881.0,14905.0,31602.0,26.0,2.0,2606.0,2215.0,0.0,1239.0,57.0,0.0,17.0,2.0,126677.0,2.0,2.0,226.0,5713.0,0.0,3067.0,2015.0,0.0,159.0,0.0,8218.0,38931.0,179685.0,201609.0
569,CQISBG11BHW,20210125103000,133711.0,15007.0,31256.0,20.0,10.0,2573.0,2079.0,0.0,1234.0,90.0,0.0,23.0,4.0,126372.0,3.0,10.0,169.0,5275.0,0.0,2920.0,1674.0,0.0,128.0,2.0,7684.0,36669.0,179042.0,188601.0
570,CQISBG12BHW,20210125103000,132926.0,14815.0,31580.0,15.0,3.0,2557.0,2041.0,0.0,1260.0,66.0,0.0,33.0,9.0,126344.0,2.0,2.0,191.0,5160.0,0.0,3081.0,1843.0,0.0,159.0,1.0,8092.0,36407.0,179095.0,188245.0
571,CQISBG14BHW,20210125103000,132821.0,14594.0,31544.0,16.0,5.0,2646.0,2153.0,0.0,1164.0,61.0,0.0,26.0,15.0,127366.0,1.0,5.0,216.0,5036.0,0.0,3000.0,1448.0,0.0,137.0,3.0,7734.0,36524.0,179984.0,187325.0
572,CQISBG13BHW,20210125103000,145215.0,15062.0,31250.0,34.0,10.0,2577.0,2125.0,0.0,1284.0,60.0,0.0,30.0,15.0,127532.0,5.0,10.0,220.0,5549.0,0.0,3041.0,1843.0,0.0,158.0,2.0,8326.0,39075.0,180345.0,203877.0
573,CQISBG11BHW,20210125104500,134192.0,15370.0,31087.0,17.0,4.0,2539.0,2097.0,0.0,1185.0,83.0,0.0,62.0,5.0,127825.0,7.0,3.0,156.0,4977.0,0.0,2867.0,1582.0,0.0,152.0,2.0,7498.0,36342.0,180640.0,188232.0
574,CQISBG12BHW,20210125104500,134846.0,15325.0,32057.0,37.0,2.0,2683.0,2212.0,2.0,1162.0,31.0,0.0,53.0,3.0,128706.0,8.0,5.0,220.0,5231.0,0.0,2968.0,1733.0,0.0,159.0,2.0,7902.0,36478.0,182610.0,189883.0
575,CQISBG14BHW,20210125104500,134635.0,15025.0,31636.0,13.0,5.0,2675.0,2206.0,0.0,1204.0,61.0,0.0,39.0,0.0,126612.0,8.0,6.0,167.0,4951.0,0.0,2898.0,1763.0,0.0,136.0,1.0,7628.0,36602.0,179915.0,189180.0
576,CQISBG13BHW,20210125104500,145538.0,14883.0,31594.0,24.0,6.0,2501.0,2281.0,0.0,1173.0,82.0,0.0,47.0,9.0,126896.0,1.0,10.0,209.0,5621.0,0.0,3255.0,1757.0,0.0,178.0,3.0,8340.0,39441.0,179868.0,204722.0
577,CQISBG11BHW,20210125110000,137040.0,15076.0,31511.0,40.0,6.0,2594.0,2100.0,0.0,1308.0,84.0,0.0,70.0,7.0,129035.0,11.0,7.0,174.0,5163.0,0.0,2841.0,1633.0,0.0,123.0,0.0,7671.0,36619.0,182270.0,191624.0
578,CQISBG12BHW,20210125110000,136617.0,15411.0,31372.0,17.0,3.0,2667.0,2223.0,0.0,1200.0,47.0,0.0,21.0,7.0,129860.0,7.0,2.0,190.0,5129.0,0.0,2907.0,1766.0,0.0,133.0,1.0,8162.0,36253.0,183214.0,191534.0
579,CQISBG14BHW,20210125110000,136755.0,15181.0,31674.0,18.0,4.0,2611.0,2117.0,0.0,1226.0,62.0,0.0,22.0,6.0,129232.0,7.0,5.0,193.0,4834.0,0.0,2924.0,1679.0,0.0,150.0,1.0,7882.0,36468.0,182530.0,191240.0
580,CQISBG13BHW,20210125110000,148239.0,15120.0,31797.0,29.0,6.0,2538.0,2262.0,0.0,1295.0,77.0,0.0,21.0,7.0,130430.0,9.0,7.0,192.0,5695.0,0.0,3175.0,1756.0,0.0,135.0,0.0,8414.0,40045.0,183965.0,208081.0
581,CQISBG11BHW,20210125111500,137518.0,15181.0,31793.0,20.0,4.0,2490.0,2167.0,0.0,1260.0,77.0,0.0,29.0,4.0,130133.0,8.0,2.0,168.0,4960.0,0.0,2841.0,1795.0,0.0,151.0,0.0,7636.0,36764.0,183585.0,192223.0
582,CQISBG12BHW,20210125111500,137581.0,15450.0,31520.0,36.0,4.0,2505.0,2078.0,3.0,1248.0,80.0,0.0,35.0,0.0,130747.0,4.0,5.0,177.0,5027.0,0.0,2982.0,1676.0,0.0,177.0,2.0,8091.0,36543.0,184086.0,192631.0
583,CQISBG14BHW,20210125111500,137701.0,15300.0,32043.0,22.0,4.0,2479.0,2095.0,0.0,1152.0,57.0,0.0,22.0,10.0,129820.0,15.0,4.0,185.0,4946.0,0.0,2954.0,1915.0,0.0,129.0,1.0,7567.0,36162.0,183366.0,191968.0
584,CQISBG13BHW,20210125111500,149408.0,14882.0,32285.0,72.0,4.0,2594.0,2254.0,0.0,1183.0,80.0,0.0,31.0,6.0,131280.0,13.0,3.0,215.0,5511.0,0.0,3014.0,1764.0,0.0,184.0,0.0,8412.0,39661.0,185028.0,208653.0
585,CQISBG11BHW,20210125113000,136408.0,15322.0,31979.0,20.0,8.0,2469.0,2208.0,0.0,1187.0,45.0,0.0,24.0,6.0,130236.0,3.0,9.0,193.0,5049.0,0.0,2746.0,1373.0,0.0,135.0,1.0,7702.0,36439.0,183855.0,190387.0
586,CQISBG12BHW,20210125113000,137422.0,14929.0,32052.0,16.0,6.0,2608.0,2119.0,2.0,1224.0,45.0,0.0,18.0,10.0,130593.0,9.0,3.0,207.0,5233.0,0.0,2848.0,1574.0,0.0,136.0,4.0,7956.0,36495.0,183995.0,192221.0
587,CQISBG14BHW,20210125113000,137556.0,14374.0,31438.0,23.0,4.0,2544.0,2258.0,0.0,1173.0,64.0,8.0,36.0,3.0,128933.0,8.0,4.0,184.0,4791.0,0.0,2788.0,1585.0,0.0,133.0,1.0,7491.0,36009.0,181226.0,190919.0
588,CQISBG13BHW,20210125113000,147484.0,14990.0,31913.0,71.0,5.0,2511.0,2158.0,0.0,1218.0,43.0,0.0,17.0,6.0,130180.0,10.0,7.0,208.0,5586.0,0.0,2990.0,1736.0,0.0,157.0,3.0,8330.0,39528.0,183423.0,206500.0
589,CQISBG11BHW,20210125114500,130699.0,14271.0,30249.0,25.0,6.0,2476.0,1908.0,0.0,1085.0,32.0,0.0,25.0,11.0,123738.0,5.0,4.0,179.0,4692.0,0.0,2517.0,1211.0,0.0,105.0,1.0,7408.0,34377.0,174219.0,181555.0
590,CQISBG12BHW,20210125114500,130347.0,13901.0,30181.0,18.0,9.0,2485.0,2102.0,0.0,1095.0,58.0,0.0,11.0,9.0,124369.0,8.0,8.0,171.0,4702.0,0.0,2610.0,1325.0,0.0,136.0,1.0,7188.0,34239.0,174623.0,181123.0
591,CQISBG14BHW,20210125114500,130523.0,13867.0,30755.0,18.0,1.0,2546.0,2057.0,0.0,1170.0,77.0,0.0,13.0,7.0,123283.0,4.0,1.0,168.0,4489.0,0.0,2448.0,1490.0,0.0,97.0,0.0,7391.0,34377.0,174132.0,181363.0
592,CQISBG13BHW,20210125114500,140807.0,14097.0,30899.0,24.0,2.0,2627.0,2080.0,2.0,1215.0,67.0,0.0,18.0,6.0,125569.0,5.0,3.0,168.0,5066.0,2.0,2691.0,1426.0,0.0,134.0,1.0,7833.0,37411.0,176964.0,195971.0
593,CQISBG11BHW,20210125120000,119304.0,13150.0,28132.0,14.0,6.0,2417.0,1815.0,0.0,1204.0,25.0,0.0,22.0,2.0,116136.0,4.0,6.0,151.0,3990.0,0.0,1210.0,945.0,0.0,87.0,0.0,6748.0,29696.0,163282.0,162457.0
594,CQISBG12BHW,20210125120000,118886.0,13067.0,27946.0,18.0,0.0,2528.0,1733.0,0.0,1188.0,24.0,0.0,11.0,9.0,116456.0,2.0,0.0,184.0,4094.0,0.0,1301.0,846.0,0.0,94.0,1.0,6613.0,29065.0,163363.0,161399.0
595,CQISBG14BHW,20210125120000,117770.0,12900.0,28213.0,25.0,0.0,2482.0,1827.0,0.0,1126.0,54.0,0.0,43.0,6.0,115814.0,6.0,0.0,162.0,4078.0,0.0,1284.0,783.0,0.0,90.0,1.0,6589.0,29380.0,162813.0,160490.0
596,CQISBG13BHW,20210125120000,127535.0,12623.0,28682.0,70.0,1.0,2387.0,1774.0,0.0,1104.0,22.0,0.0,27.0,7.0,116316.0,12.0,2.0,217.0,4383.0,0.0,1341.0,1004.0,0.0,101.0,1.0,7207.0,31613.0,163383.0,173860.0
597,CQISBG11BHW,20210125121500,109989.0,12171.0,25342.0,17.0,3.0,2249.0,1691.0,0.0,1041.0,27.0,0.0,16.0,7.0,108488.0,5.0,2.0,150.0,3776.0,0.0,1057.0,727.0,0.0,47.0,0.0,6071.0,26261.0,151373.0,148375.0
598,CQISBG12BHW,20210125121500,110375.0,12432.0,26255.0,14.0,6.0,2254.0,1716.0,0.0,1081.0,31.0,0.0,20.0,9.0,109649.0,7.0,4.0,170.0,3683.0,0.0,1122.0,871.0,0.0,90.0,1.0,6131.0,26244.0,153791.0,148975.0
599,CQISBG14BHW,20210125121500,110230.0,12148.0,25250.0,10.0,2.0,2254.0,1607.0,0.0,1120.0,26.0,0.0,16.0,0.0,108301.0,6.0,2.0,150.0,3699.0,0.0,1022.0,695.0,0.0,103.0,1.0,5991.0,25800.0,151051.0,147950.0
600,CQISBG13BHW,20210125121500,119069.0,11839.0,25765.0,19.0,3.0,2187.0,1712.0,0.0,1013.0,26.0,0.0,15.0,8.0,108971.0,2.0,2.0,153.0,4104.0,0.0,1139.0,926.0,0.0,82.0,0.0,6415.0,28155.0,151905.0,160452.0
601,CQISBG11BHW,20210125123000,103123.0,11257.0,23349.0,19.0,12.0,2055.0,1655.0,0.0,938.0,18.0,0.0,10.0,9.0,102592.0,3.0,6.0,158.0,3398.0,0.0,883.0,484.0,0.0,53.0,0.0,5436.0,23442.0,142215.0,137165.0
602,CQISBG12BHW,20210125123000,103604.0,11596.0,23682.0,25.0,0.0,2005.0,1618.0,0.0,1014.0,20.0,0.0,21.0,2.0,102739.0,6.0,0.0,157.0,3296.0,0.0,980.0,458.0,0.0,33.0,2.0,5555.0,23481.0,142970.0,137729.0
603,CQISBG14BHW,20210125123000,103202.0,11337.0,23426.0,7.0,1.0,2122.0,1518.0,0.0,1024.0,17.0,0.0,24.0,4.0,102271.0,0.0,2.0,157.0,3323.0,0.0,864.0,486.0,0.0,42.0,0.0,5645.0,23114.0,142051.0,136998.0
604,CQISBG13BHW,20210125123000,111605.0,11355.0,24193.0,13.0,6.0,2086.0,1601.0,0.0,883.0,26.0,0.0,14.0,11.0,102769.0,9.0,4.0,166.0,3609.0,0.0,877.0,505.0,0.0,41.0,3.0,5912.0,25415.0,143206.0,148449.0
605,CQISBG11BHW,20210125124500,96818.0,10869.0,21841.0,23.0,1.0,1995.0,1453.0,0.0,982.0,23.0,0.0,14.0,4.0,96262.0,9.0,1.0,128.0,3137.0,0.0,844.0,427.0,0.0,27.0,3.0,5184.0,21922.0,133687.0,128698.0
606,CQISBG12BHW,20210125124500,97467.0,11193.0,22321.0,18.0,3.0,2002.0,1517.0,0.0,998.0,29.0,0.0,22.0,3.0,97237.0,5.0,2.0,144.0,3182.0,0.0,875.0,387.0,0.0,46.0,0.0,5320.0,22105.0,135586.0,129724.0
607,CQISBG14BHW,20210125124500,95988.0,10738.0,21856.0,23.0,1.0,2005.0,1536.0,0.0,986.0,23.0,0.0,26.0,5.0,96002.0,3.0,1.0,146.0,3053.0,0.0,823.0,451.0,0.0,40.0,1.0,5216.0,21990.0,133394.0,127863.0
608,CQISBG13BHW,20210125124500,105349.0,10659.0,22223.0,11.0,1.0,2048.0,1483.0,0.0,924.0,17.0,0.0,14.0,0.0,96961.0,7.0,2.0,159.0,3479.0,0.0,841.0,402.0,0.0,45.0,0.0,5696.0,23673.0,134534.0,139891.0
609,CQISBG11BHW,20210125130000,94940.0,10801.0,20936.0,11.0,3.0,1980.0,1410.0,0.0,990.0,14.0,0.0,15.0,9.0,93624.0,5.0,4.0,155.0,3054.0,0.0,958.0,509.0,0.0,62.0,0.0,5149.0,21780.0,130062.0,126805.0
610,CQISBG12BHW,20210125130000,94014.0,10762.0,21301.0,3.0,2.0,1910.0,1428.0,0.0,920.0,28.0,0.0,21.0,8.0,92918.0,0.0,1.0,124.0,3156.0,0.0,1118.0,549.0,0.0,42.0,0.0,5153.0,21808.0,129514.0,126126.0
611,CQISBG14BHW,20210125130000,93824.0,10535.0,21098.0,11.0,0.0,1894.0,1466.0,0.0,925.0,22.0,0.0,14.0,5.0,92479.0,2.0,0.0,140.0,3145.0,0.0,978.0,584.0,0.0,61.0,2.0,5051.0,21601.0,128653.0,125519.0
612,CQISBG13BHW,20210125130000,102422.0,10354.0,21767.0,11.0,3.0,1845.0,1371.0,0.0,869.0,22.0,0.0,26.0,3.0,93197.0,1.0,2.0,161.0,3457.0,0.0,1075.0,569.0,0.0,49.0,1.0,5579.0,23545.0,129704.0,137101.0
613,CQISBG11BHW,20210125131500,91251.0,10094.0,20917.0,16.0,2.0,1820.0,1332.0,0.0,945.0,17.0,0.0,21.0,2.0,89336.0,4.0,3.0,109.0,3176.0,0.0,1079.0,544.0,0.0,60.0,2.0,4902.0,21258.0,124713.0,122569.0
614,CQISBG12BHW,20210125131500,91250.0,10320.0,21371.0,6.0,3.0,1868.0,1393.0,0.0,861.0,21.0,0.0,8.0,2.0,89864.0,0.0,6.0,135.0,3215.0,0.0,1222.0,589.0,0.0,41.0,0.0,5004.0,21654.0,125914.0,123306.0
615,CQISBG14BHW,20210125131500,90632.0,10374.0,20770.0,16.0,1.0,1839.0,1348.0,0.0,989.0,29.0,0.0,16.0,3.0,89689.0,11.0,1.0,145.0,3109.0,0.0,1101.0,589.0,0.0,46.0,0.0,4911.0,21773.0,125270.0,122475.0
616,CQISBG13BHW,20210125131500,98067.0,10176.0,21042.0,16.0,2.0,1841.0,1314.0,0.0,859.0,12.0,0.0,14.0,4.0,90106.0,8.0,2.0,110.0,3539.0,0.0,1105.0,636.0,0.0,58.0,0.0,5445.0,23448.0,125606.0,132613.0
617,CQISBG11BHW,20210125133000,92215.0,10419.0,21005.0,17.0,2.0,1902.0,1415.0,0.0,821.0,14.0,0.0,9.0,4.0,90578.0,3.0,2.0,134.0,3442.0,0.0,1495.0,950.0,0.0,95.0,1.0,5034.0,22781.0,126429.0,126450.0
618,CQISBG12BHW,20210125133000,92159.0,10793.0,21334.0,18.0,1.0,1829.0,1410.0,0.0,893.0,24.0,0.0,28.0,3.0,89878.0,7.0,4.0,128.0,3273.0,0.0,1554.0,899.0,0.0,105.0,0.0,5234.0,23056.0,126525.0,126730.0
619,CQISBG14BHW,20210125133000,92081.0,10324.0,21054.0,20.0,2.0,1963.0,1431.0,0.0,947.0,33.0,0.0,16.0,2.0,89817.0,2.0,4.0,143.0,3288.0,0.0,1426.0,988.0,0.0,106.0,0.0,5280.0,23119.0,125827.0,126659.0
620,CQISBG13BHW,20210125133000,99959.0,10341.0,21289.0,41.0,3.0,1818.0,1473.0,0.0,893.0,25.0,0.0,18.0,2.0,90355.0,10.0,1.0,162.0,3692.0,0.0,1525.0,1018.0,0.0,151.0,0.0,5582.0,24598.0,126440.0,137025.0
621,CQISBG11BHW,20210125134500,95553.0,10392.0,21506.0,25.0,11.0,1893.0,1521.0,0.0,881.0,18.0,0.0,23.0,5.0,92278.0,10.0,7.0,115.0,3640.0,0.0,1803.0,1150.0,0.0,104.0,0.0,5453.0,25012.0,128828.0,133307.0
622,CQISBG12BHW,20210125134500,95056.0,10816.0,21577.0,11.0,4.0,1842.0,1415.0,0.0,933.0,45.0,0.0,25.0,7.0,91065.0,6.0,4.0,121.0,3550.0,0.0,2130.0,1182.0,0.0,119.0,0.0,5339.0,24507.0,128006.0,132330.0
623,CQISBG14BHW,20210125134500,95323.0,10453.0,21318.0,15.0,8.0,1894.0,1361.0,0.0,913.0,31.0,0.0,20.0,2.0,91552.0,0.0,5.0,138.0,3572.0,0.0,2000.0,1113.0,0.0,96.0,0.0,5292.0,24531.0,127774.0,132388.0
624,CQISBG13BHW,20210125134500,103222.0,10971.0,21946.0,17.0,2.0,1772.0,1530.0,0.0,851.0,36.0,0.0,18.0,6.0,91577.0,2.0,4.0,161.0,4029.0,0.0,1970.0,1644.0,0.0,111.0,1.0,5775.0,26358.0,128985.0,143638.0
625,CQISBG11BHW,20210125140000,106988.0,11609.0,24102.0,31.0,9.0,2098.0,1648.0,0.0,938.0,49.0,0.0,18.0,5.0,100604.0,10.0,4.0,206.0,4086.0,0.0,2406.0,1836.0,0.0,118.0,0.0,5827.0,29150.0,141370.0,150926.0
626,CQISBG12BHW,20210125140000,107675.0,11816.0,24461.0,17.0,7.0,2065.0,1694.0,0.0,937.0,33.0,0.0,22.0,6.0,100529.0,6.0,6.0,179.0,4187.0,0.0,2661.0,1607.0,0.0,148.0,1.0,6295.0,29455.0,141826.0,152557.0
627,CQISBG14BHW,20210125140000,106509.0,11539.0,24154.0,27.0,4.0,1963.0,1743.0,0.0,1009.0,42.0,0.0,11.0,1.0,99721.0,10.0,5.0,185.0,4057.0,0.0,2473.0,1706.0,0.0,152.0,5.0,5892.0,28622.0,140538.0,149984.0
628,CQISBG13BHW,20210125140000,114814.0,12086.0,24071.0,13.0,4.0,1952.0,1708.0,0.0,1004.0,44.0,0.0,21.0,3.0,99957.0,5.0,5.0,172.0,4589.0,0.0,2596.0,1986.0,0.0,170.0,2.0,6679.0,31559.0,141152.0,162937.0
629,CQISBG11BHW,20210125141500,111202.0,12103.0,25069.0,13.0,6.0,1895.0,1884.0,0.0,938.0,81.0,0.0,35.0,5.0,102711.0,9.0,3.0,177.0,4313.0,0.0,2614.0,1798.0,0.0,149.0,0.0,6038.0,30581.0,145076.0,157190.0
630,CQISBG12BHW,20210125141500,111709.0,12198.0,24649.0,15.0,11.0,1993.0,1775.0,0.0,994.0,51.0,0.0,17.0,4.0,103609.0,9.0,14.0,147.0,4360.0,0.0,2832.0,1825.0,0.0,177.0,0.0,6416.0,30551.0,145603.0,158324.0
631,CQISBG14BHW,20210125141500,111022.0,12149.0,24718.0,13.0,3.0,2010.0,1821.0,0.0,966.0,55.0,0.0,10.0,6.0,103179.0,6.0,3.0,153.0,4162.0,0.0,2670.0,1691.0,0.0,133.0,0.0,6002.0,30713.0,145204.0,156857.0
632,CQISBG13BHW,20210125141500,119759.0,12578.0,24820.0,17.0,7.0,2051.0,1809.0,0.0,967.0,65.0,0.0,24.0,3.0,104100.0,4.0,10.0,171.0,4597.0,0.0,2768.0,2187.0,0.0,169.0,1.0,6622.0,32848.0,146740.0,169457.0
633,CQISBG11BHW,20210125143000,114074.0,12539.0,25751.0,17.0,7.0,1937.0,1722.0,0.0,928.0,76.0,0.0,29.0,4.0,104898.0,8.0,7.0,197.0,4246.0,0.0,2566.0,1656.0,0.0,168.0,0.0,6182.0,31490.0,148224.0,160876.0
634,CQISBG12BHW,20210125143000,113847.0,13085.0,25779.0,32.0,10.0,2044.0,1798.0,0.0,1026.0,88.0,0.0,14.0,8.0,105460.0,12.0,14.0,149.0,4276.0,0.0,2732.0,1711.0,0.0,172.0,0.0,6676.0,32019.0,149657.0,161905.0
635,CQISBG14BHW,20210125143000,113282.0,12437.0,25611.0,9.0,1.0,2039.0,1731.0,0.0,1032.0,33.0,0.0,18.0,7.0,104269.0,2.0,1.0,162.0,4268.0,0.0,2590.0,1910.0,0.0,155.0,4.0,6345.0,31787.0,147472.0,160857.0
636,CQISBG13BHW,20210125143000,122394.0,12366.0,25928.0,15.0,5.0,1976.0,1714.0,0.0,982.0,63.0,0.0,12.0,4.0,104988.0,4.0,8.0,155.0,4653.0,0.0,2856.0,1895.0,0.0,145.0,1.0,6718.0,34116.0,148342.0,173284.0
637,CQISBG11BHW,20210125144500,113344.0,12614.0,26046.0,27.0,13.0,2004.0,1759.0,0.0,944.0,60.0,0.0,17.0,0.0,105830.0,11.0,14.0,128.0,4373.0,0.0,2796.0,1758.0,0.0,130.0,0.0,6282.0,31906.0,149628.0,161082.0
638,CQISBG12BHW,20210125144500,114557.0,12837.0,25909.0,16.0,5.0,2087.0,1813.0,0.0,992.0,59.0,0.0,19.0,0.0,106170.0,9.0,6.0,178.0,4347.0,0.0,3018.0,1916.0,0.0,164.0,0.0,6214.0,31759.0,150251.0,162448.0
639,CQISBG14BHW,20210125144500,114131.0,12922.0,25915.0,21.0,4.0,1965.0,1767.0,0.0,999.0,74.0,0.0,30.0,7.0,105766.0,8.0,3.0,178.0,4283.0,0.0,2770.0,1859.0,0.0,160.0,0.0,6462.0,31722.0,149736.0,161914.0
